sample_accession	hq_filter	sylph_species	country	collection_date
SAMEA112857193	PASS	Neisseria meningitidis		
SAMEA13635364	PASS	Neisseria meningitidis		
SAMEA1523052	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3109206	PASS	Neisseria meningitidis		
SAMEA7741083	PASS	Neisseria meningitidis		
SAMEA7741115	PASS	Neisseria meningitidis		
SAMEA3497754	PASS	Neisseria meningitidis		
SAMEA4948156	PASS	Neisseria meningitidis		
SAMEA678141	PASS	Neisseria meningitidis		
SAMN32815805	PASS	Neisseria meningitidis	USA	2018
SAMN42001040	SYLPH_RESULTS_FAIL	unknown	Belgium	2021-01-25
SAMEA7838879	PASS	Neisseria meningitidis		
SAMN17286524	PASS	Neisseria meningitidis	USA: Maryland	2007
SAMEA111509789	PASS	Neisseria meningitidis		
SAMEA7838635	PASS	Neisseria meningitidis		
SAMEA111347459	PASS	Neisseria meningitidis	Norway	2016-02-09
SAMEA2048031	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA3507217	PASS	Neisseria meningitidis		
SAMEA4028068	PASS	Neisseria meningitidis		
SAMN13450742	PASS	Neisseria meningitidis	New Zealand	2013
SAMN44030930	PASS	Neisseria meningitidis	New Zealand	2002
SAMEA104105505	PASS	Neisseria meningitidis		
SAMEA1522937	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2628722	PASS	Neisseria meningitidis		
SAMEA4948741	PASS	Neisseria meningitidis		
SAMEA7838364	PASS	Neisseria meningitidis		
SAMEA7838461	PASS	Neisseria meningitidis		
SAMN26137995	PASS	Neisseria meningitidis	Taiwan	2004-02-17
SAMN41083602	PASS	Neisseria meningitidis	New Zealand	2023
SAMEA3650397	PASS	Neisseria meningitidis		
SAMEA3880414	PASS	Neisseria meningitidis		
SAMEA5748891	PASS	Neisseria meningitidis		
SAMEA8114264	PASS	Neisseria meningitidis		
SAMN42000959	SYLPH_RESULTS_FAIL	unknown	Belgium	2019-09-15
SAMEA112236989	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2629128	PASS	Neisseria meningitidis		
SAMEA4948526	PASS	Neisseria meningitidis		
SAMN01780107	META_FAIL	Neisseria meningitidis		
SAMN44030894	PASS	Neisseria meningitidis	New Zealand	1995
SAMEA1401933	PASS	Neisseria meningitidis		
SAMEA1523191	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA4948531	PASS	Neisseria meningitidis		
SAMEA4948547	PASS	Neisseria meningitidis		
SAMEA4948691	PASS	Neisseria meningitidis		
SAMEA5539615	PASS	Neisseria meningitidis		
SAMEA6227302	PASS	Neisseria meningitidis		
SAMEA2271310	PASS	Neisseria meningitidis		
SAMN42000753	PASS	Neisseria meningitidis	Belgium	2017-09-19
SAMEA113563133	PASS	Neisseria meningitidis		
SAMEA8114356	PASS	Neisseria meningitidis		
SAMN42000635	PASS	Neisseria meningitidis	Belgium	2016-03-14
SAMEA111347789	PASS	Neisseria meningitidis	Norway	2007-11-25
SAMEA2299069	PASS	Neisseria meningitidis		
SAMEA3432308	PASS	Neisseria meningitidis		
SAMEA678299	PASS	Neisseria meningitidis		
SAMEA7741017	PASS	Neisseria meningitidis		
SAMEA4063473	PASS	Neisseria meningitidis		
SAMEA4947961	PASS	Neisseria meningitidis		
SAMN44338494	PASS	Neisseria meningitidis	USA: NY, New York City	2024
SAMEA3109230	PASS	Neisseria meningitidis		
SAMEA3506982	PASS	Neisseria meningitidis		
SAMEA4948843	PASS	Neisseria meningitidis		
SAMEA7838988	PASS	Neisseria meningitidis		
SAMEA8114176	PASS	Neisseria meningitidis		
SAMN29407209	PASS	Neisseria meningitidis	USA	2005
SAMN42652182	PASS	Neisseria meningitidis	USA	2023
SAMEA113562984	PASS	Neisseria meningitidis		
SAMEA5757493	PASS	Neisseria meningitidis		
SAMEA7838315	PASS	Neisseria meningitidis		
SAMEA7838335	PASS	Neisseria meningitidis		
SAMEA7838412	PASS	Neisseria meningitidis		
SAMEA8114411	PASS	Neisseria meningitidis		
SAMN13450881	PASS	Neisseria meningitidis	New Zealand	2016
SAMN15162635	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA1402072	PASS	Neisseria meningitidis		
SAMEA7838954	PASS	Neisseria meningitidis		
SAMEA111425973	PASS	Neisseria meningitidis		
SAMEA2047665	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA4947971	PASS	Neisseria meningitidis		
SAMEA8114368	PASS	Neisseria meningitidis		
SAMEA4719261	PASS	Neisseria meningitidis		
SAMEA6574443	PASS	Neisseria meningitidis		
SAMEA7741005	PASS	Neisseria meningitidis		
SAMEA8114083	PASS	Neisseria meningitidis		
SAMEA4947979	PASS	Neisseria meningitidis		
SAMEA4948265	PASS	Neisseria meningitidis		
SAMEA2674094	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA8114321	PASS	Neisseria meningitidis		
SAMN35340373	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA103982876	PASS	Neisseria meningitidis		
SAMEA111347793	PASS	Neisseria meningitidis	Norway	2007-12-19
SAMEA3109222	PASS	Neisseria meningitidis		
SAMEA3947072	PASS	Neisseria meningitidis		
SAMEA6227389	PASS	Neisseria meningitidis		
SAMEA7741085	PASS	Neisseria meningitidis		
SAMN17286522	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMEA110070705	PASS	Neisseria meningitidis		
SAMEA111509696	PASS	Neisseria meningitidis		
SAMEA2047685	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA7838679	PASS	Neisseria meningitidis		
SAMEA7838741	PASS	Neisseria meningitidis		
SAMEA8114248	PASS	Neisseria meningitidis		
SAMN09011513	PASS	Neisseria meningitidis	USA	2011
SAMEA112237016	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2674313	PASS	Neisseria meningitidis		
SAMEA7838334	PASS	Neisseria meningitidis		
SAMEA8114347	PASS	Neisseria meningitidis		
SAMN32815924	PASS	Neisseria meningitidis	USA	2019
SAMEA2049538	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4719483	PASS	Neisseria meningitidis		
SAMEA4948559	PASS	Neisseria meningitidis		
SAMN15162630	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA114226823	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA2271639	PASS	Neisseria meningitidis		
SAMEA7741080	PASS	Neisseria meningitidis		
SAMEA7838615	PASS	Neisseria meningitidis		
SAMN13450836	PASS	Neisseria meningitidis	New Zealand	2015
SAMEA2673823	PASS	Neisseria meningitidis		
SAMEA4948217	PASS	Neisseria meningitidis		
SAMEA8114205	PASS	Neisseria meningitidis		
SAMN15162679	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA114226792	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA5577976	PASS	Neisseria meningitidis		
SAMN44030920	PASS	Neisseria meningitidis	New Zealand	2001
SAMEA1522970	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA8114419	PASS	Neisseria meningitidis		
SAMEA4361333	PASS	Neisseria meningitidis		
SAMEA4948025	PASS	Neisseria meningitidis		
SAMEA3432185	PASS	Neisseria meningitidis		
SAMEA2674246	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3507252	PASS	Neisseria meningitidis		
SAMEA7838330	PASS	Neisseria meningitidis		
SAMEA4948775	PASS	Neisseria meningitidis		
SAMEA7838409	PASS	Neisseria meningitidis		
SAMEA7838880	PASS	Neisseria meningitidis		
SAMEA2674244	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3432404	PASS	Neisseria meningitidis		
SAMEA4948040	PASS	Neisseria meningitidis		
SAMEA4948563	PASS	Neisseria meningitidis		
SAMEA8114376	PASS	Neisseria meningitidis		
SAMN13450800	PASS	Neisseria meningitidis	New Zealand	2014
SAMEA112857156	PASS	Neisseria meningitidis		
SAMEA5661270	PASS	Neisseria meningitidis		
SAMEA1904522	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA2271321	PASS	Neisseria meningitidis		
SAMEA4361221	PASS	Neisseria meningitidis		
SAMEA4947958	PASS	Neisseria meningitidis		
SAMEA4948865	PASS	Neisseria meningitidis		
SAMEA2074731	PASS	Neisseria meningitidis		
SAMEA7838341	PASS	Neisseria meningitidis		
SAMEA7838855	PASS	Neisseria meningitidis		
SAMN13450886	PASS	Neisseria meningitidis	New Zealand	2016
SAMEA111347941	PASS	Neisseria meningitidis	Norway	2006-01-06
SAMEA1522826	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4948681	PASS	Neisseria meningitidis		
SAMEA7839004	PASS	Neisseria meningitidis		
SAMN44030885	PASS	Neisseria meningitidis	New Zealand	1991
SAMEA1677319	PASS	Neisseria meningitidis		
SAMEA4495570	PASS	Neisseria meningitidis		
SAMEA4504361	PASS	Neisseria meningitidis		
SAMEA4948187	PASS	Neisseria meningitidis		
SAMEA6227212	PASS	Neisseria meningitidis		
SAMEA2674054	PASS	Neisseria meningitidis		
SAMEA2674555	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3503496	PASS	Neisseria meningitidis		
SAMEA3879311	PASS	Neisseria meningitidis		
SAMEA4948003	PASS	Neisseria meningitidis		
SAMEA4948795	PASS	Neisseria meningitidis		
SAMEA5539665	PASS	Neisseria meningitidis		
SAMEA7838722	PASS	Neisseria meningitidis		
SAMEA111509601	PASS	Neisseria meningitidis		
SAMEA4948094	PASS	Neisseria meningitidis		
SAMEA4948530	PASS	Neisseria meningitidis		
SAMEA6529058	PASS	Neisseria meningitidis		
SAMEA7741126	PASS	Neisseria meningitidis		
SAMN13451035	PASS	Neisseria meningitidis	New Zealand	2018
SAMN14500920	PASS	Neisseria meningitidis	USA	2015
SAMEA7838813	PASS	Neisseria meningitidis		
SAMN14501023	PASS	Neisseria meningitidis	USA	2015
SAMEA104189448	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2271628	PASS	Neisseria meningitidis		
SAMEA5661346	PASS	Neisseria meningitidis		
SAMN13450882	PASS	Neisseria meningitidis	New Zealand	2016
SAMN47117341	SYLPH_RESULTS_FAIL	unknown	New Zealand	2024
SAMEA3503112	SYLPH_RESULTS_FAIL	unknown		
SAMEA4361398	PASS	Neisseria meningitidis		
SAMEA4948846	PASS	Neisseria meningitidis		
SAMEA5747728	PASS	Neisseria meningitidis		
SAMEA7838540	PASS	Neisseria meningitidis		
SAMEA7838657	PASS	Neisseria meningitidis		
SAMEA111426022	PASS	Neisseria meningitidis		
SAMEA114392390	PASS	Neisseria meningitidis	Portugal	2019
SAMEA1904524	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA3503106	SYLPH_RESULTS_FAIL	unknown		
SAMEA4361269	PASS	Neisseria meningitidis		
SAMEA4719185	PASS	Neisseria meningitidis		
SAMEA4719334	PASS	Neisseria meningitidis		
SAMEA7838773	PASS	Neisseria meningitidis		
SAMEA104283967	PASS	Neisseria meningitidis		
SAMEA114226793	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA8114407	PASS	Neisseria meningitidis		
SAMN13450793	PASS	Neisseria meningitidis	New Zealand	2014
SAMN29407075	PASS	Neisseria meningitidis	USA	2001
SAMEA1523010	PASS	Neisseria meningitidis		
SAMEA1677413	PASS	Neisseria meningitidis		
SAMEA3503433	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948658	PASS	Neisseria meningitidis		
SAMEA7838391	PASS	Neisseria meningitidis		
SAMEA7838684	PASS	Neisseria meningitidis		
SAMEA8114115	PASS	Neisseria meningitidis		
SAMEA4948494	PASS	Neisseria meningitidis		
SAMEA4948550	PASS	Neisseria meningitidis		
SAMEA5748036	PASS	Neisseria meningitidis		
SAMEA7838783	PASS	Neisseria meningitidis		
SAMEA8114429	PASS	Neisseria meningitidis		
SAMN15162664	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA4948358	PASS	Neisseria meningitidis		
SAMEA4948395	PASS	Neisseria meningitidis		
SAMEA6227318	PASS	Neisseria meningitidis		
SAMEA7838717	PASS	Neisseria meningitidis		
SAMEA7838857	PASS	Neisseria meningitidis		
SAMN09011417	PASS	Neisseria meningitidis	USA	2013
SAMN29407012	PASS	Neisseria meningitidis	USA	2001
SAMEA112857117	PASS	Neisseria meningitidis		
SAMEA1530162	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA1904424	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA6538668	PASS	Neisseria meningitidis		
SAMN35340366	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA111425927	PASS	Neisseria meningitidis		
SAMEA4948331	PASS	Neisseria meningitidis		
SAMEA4948814	PASS	Neisseria meningitidis		
SAMN13450813	PASS	Neisseria meningitidis	New Zealand	2015
SAMN13450919	PASS	Neisseria meningitidis	New Zealand	2017
SAMN42000994	PASS	Neisseria meningitidis	Belgium	2020-01-26
SAMEA1677352	PASS	Neisseria meningitidis		
SAMEA2048038	PASS	Neisseria meningitidis	United Kingdom	2012
SAMN14469640	PASS	Neisseria meningitidis	USA	2015
SAMEA10422652	PASS	Neisseria meningitidis		
SAMEA7838949	PASS	Neisseria meningitidis		
SAMN15162650	PASS	Neisseria meningitidis	New Zealand	2019
SAMN35339250	PASS	Neisseria meningitidis	New Zealand	1991
SAMEA1522974	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2674389	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA7741120	PASS	Neisseria meningitidis		
SAMEA8114279	PASS	Neisseria meningitidis		
SAMEA2271366	PASS	Neisseria meningitidis		
SAMN29407146	PASS	Neisseria meningitidis	USA	2003
SAMN35339256	PASS	Neisseria meningitidis	New Zealand	1991
SAMEA111509805	PASS	Neisseria meningitidis		
SAMEA1904431	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3503566	PASS	Neisseria meningitidis		
SAMEA3503715	SYLPH_RESULTS_FAIL	unknown		
SAMEA7838459	PASS	Neisseria meningitidis		
SAMEA8114149	PASS	Neisseria meningitidis		
SAMEA8114435	PASS	Neisseria meningitidis		
SAMEA8497722	PASS	Neisseria meningitidis		
SAMEA3689801	PASS	Neisseria meningitidis		
SAMEA4948574	PASS	Neisseria meningitidis		
SAMEA5748805	PASS	Neisseria meningitidis		
SAMEA8114369	PASS	Neisseria meningitidis		
SAMN29407150	PASS	Neisseria meningitidis	USA	2003
SAMEA104061005	PASS	Neisseria meningitidis		
SAMEA104483043	PASS	Neisseria meningitidis		
SAMEA7838917	PASS	Neisseria meningitidis		
SAMEA7839017	PASS	Neisseria meningitidis		
SAMEA112857106	PASS	Neisseria meningitidis		
SAMEA4948005	PASS	Neisseria meningitidis		
SAMEA4948471	PASS	Neisseria meningitidis		
SAMEA7838377	PASS	Neisseria meningitidis		
SAMEA7838446	PASS	Neisseria meningitidis		
SAMN13450958	PASS	Neisseria meningitidis	New Zealand	2017
SAMEA1522960	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA3109225	PASS	Neisseria meningitidis		
SAMEA104061009	PASS	Neisseria meningitidis		
SAMEA4948072	PASS	Neisseria meningitidis		
SAMEA4948127	PASS	Neisseria meningitidis		
SAMEA4948133	PASS	Neisseria meningitidis		
SAMEA4948455	PASS	Neisseria meningitidis		
SAMEA7838559	PASS	Neisseria meningitidis		
SAMEA8497902	PASS	Neisseria meningitidis		
SAMEA4495594	PASS	Neisseria meningitidis		
SAMEA8114073	PASS	Neisseria meningitidis		
SAMN36745817	PASS	Neisseria meningitidis	USA: Florida	2023-02-22
SAMEA2074110	PASS	Neisseria meningitidis		
SAMEA3432392	PASS	Neisseria meningitidis		
SAMEA4948180	PASS	Neisseria meningitidis		
SAMEA4948496	PASS	Neisseria meningitidis		
SAMEA7741121	PASS	Neisseria meningitidis		
SAMEA7838260	PASS	Neisseria meningitidis		
SAMEA4948573	PASS	Neisseria meningitidis		
SAMEA4948590	PASS	Neisseria meningitidis		
SAMN13450798	PASS	Neisseria meningitidis	New Zealand	2014
SAMN17286449	PASS	Neisseria meningitidis	USA: Georgia	2008
SAMEA111379191	PASS	Neisseria meningitidis		
SAMEA1523164	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2673990	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA2820790	PASS	Neisseria meningitidis		
SAMEA4948507	PASS	Neisseria meningitidis		
SAMEA5661177	PASS	Neisseria meningitidis		
SAMEA4948034	PASS	Neisseria meningitidis		
SAMEA4948539	PASS	Neisseria meningitidis		
SAMEA4948787	PASS	Neisseria meningitidis		
SAMEA6227153	PASS	Neisseria meningitidis		
SAMEA7741096	PASS	Neisseria meningitidis		
SAMEA112236986	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA113429886	PASS	Neisseria meningitidis		
SAMEA5747905	PASS	Neisseria meningitidis		
SAMEA6574482	PASS	Neisseria meningitidis		
SAMEA8114304	PASS	Neisseria meningitidis		
SAMN09011524	PASS	Neisseria meningitidis	USA	2011
SAMN14470090	PASS	Neisseria meningitidis	USA	2015
SAMEA2673856	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMN44031000	PASS	Neisseria meningitidis	New Zealand	2011
SAMD00286454	PASS	Neisseria meningitidis		2017-01-28
SAMEA4948474	PASS	Neisseria meningitidis		
SAMEA6227103	PASS	Neisseria meningitidis		
SAMEA7838764	PASS	Neisseria meningitidis		
SAMEA8114177	PASS	Neisseria meningitidis		
SAMN14500902	PASS	Neisseria meningitidis	USA	2015
SAMEA4948221	PASS	Neisseria meningitidis		
SAMEA4948786	PASS	Neisseria meningitidis		
SAMEA4948805	PASS	Neisseria meningitidis		
SAMEA7838871	PASS	Neisseria meningitidis		
SAMEA7838918	PASS	Neisseria meningitidis		
SAMEA7839007	PASS	Neisseria meningitidis		
SAMN08874968	PASS	Neisseria meningitidis	Netherlands	1984
SAMN14470076	PASS	Neisseria meningitidis	USA	2015
SAMEA1677359	PASS	Neisseria meningitidis		
SAMEA2673960	PASS	Neisseria meningitidis		
SAMEA4948247	PASS	Neisseria meningitidis		
SAMEA8114250	PASS	Neisseria meningitidis		
SAMN44030886	PASS	Neisseria meningitidis	New Zealand	1993
SAMEA6227215	PASS	Neisseria meningitidis		
SAMN29757159	PASS	Neisseria meningitidis	USA	2017
SAMEA2674022	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3503555	PASS	Neisseria meningitidis		
SAMN29406979	PASS	Neisseria meningitidis	USA	2001
SAMN43431243	PASS	Neisseria meningitidis	USA: NY, New York City	2023
SAMEA112857160	PASS	Neisseria meningitidis		
SAMEA678428	PASS	Neisseria meningitidis		
SAMEA8114318	PASS	Neisseria meningitidis		
SAMN09011314	PASS	Neisseria meningitidis	USA	2015
SAMEA1401999	PASS	Neisseria meningitidis		
SAMEA2271742	PASS	Neisseria meningitidis		
SAMEA2629104	PASS	Neisseria meningitidis		
SAMEA4948130	PASS	Neisseria meningitidis		
SAMEA8114357	PASS	Neisseria meningitidis		
SAMEA114226804	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2673979	PASS	Neisseria meningitidis		
SAMEA3503246	PASS	Neisseria meningitidis		
SAMEA4948312	PASS	Neisseria meningitidis		
SAMEA5748762	PASS	Neisseria meningitidis		
SAMEA7838921	PASS	Neisseria meningitidis		
SAMN47117360	SYLPH_RESULTS_FAIL	unknown	New Zealand	2024
SAMEA115029704	PASS	Neisseria meningitidis	Ireland	2023
SAMEA1402032	PASS	Neisseria meningitidis		
SAMEA3506859	PASS	Neisseria meningitidis		
SAMEA6226960	PASS	Neisseria meningitidis		
SAMEA8497906	PASS	Neisseria meningitidis		
SAMEA104416662	PASS	Neisseria meningitidis		
SAMEA111347839	PASS	Neisseria meningitidis	Norway	2009-10-03
SAMEA111379215	PASS	Neisseria meningitidis		
SAMEA1522933	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2049352	PASS	Neisseria meningitidis	United Kingdom	2011
SAMN44030939	PASS	Neisseria meningitidis	New Zealand	2003
SAMEA4719177	PASS	Neisseria meningitidis		
SAMEA4948038	PASS	Neisseria meningitidis		
SAMEA6227160	PASS	Neisseria meningitidis		
SAMEA7838840	PASS	Neisseria meningitidis		
SAMEA8114054	PASS	Neisseria meningitidis		
SAMEA4948412	PASS	Neisseria meningitidis		
SAMN43431331	PASS	Neisseria meningitidis	USA: NY, New York City	2022
SAMEA2673956	PASS	Neisseria meningitidis		
SAMEA4063168	PASS	Neisseria meningitidis		
SAMEA4948670	PASS	Neisseria meningitidis		
SAMEA7741154	PASS	Neisseria meningitidis		
SAMEA8114141	PASS	Neisseria meningitidis		
SAMN26138082	PASS	Neisseria meningitidis	Taiwan	2005-03-24
SAMEA1904466	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2673885	PASS	Neisseria meningitidis		
SAMEA3502938	PASS	Neisseria meningitidis		
SAMEA3503631	SYLPH_RESULTS_FAIL	unknown		
SAMEA3927374	PASS	Neisseria meningitidis		
SAMEA3946999	PASS	Neisseria meningitidis		
SAMEA4361240	PASS	Neisseria meningitidis		
SAMEA4948228	PASS	Neisseria meningitidis		
SAMEA3507222	PASS	Neisseria meningitidis		
SAMEA5757451	PASS	Neisseria meningitidis		
SAMEA7838312	PASS	Neisseria meningitidis		
SAMEA8114061	PASS	Neisseria meningitidis		
SAMN29406980	PASS	Neisseria meningitidis	USA	2001
SAMEA7838592	PASS	Neisseria meningitidis		
SAMEA2674543	PASS	Neisseria meningitidis		
SAMEA4948783	PASS	Neisseria meningitidis		
SAMEA7838636	PASS	Neisseria meningitidis		
SAMEA7838945	PASS	Neisseria meningitidis		
SAMEA8497746	PASS	Neisseria meningitidis		
SAMN14470006	PASS	Neisseria meningitidis	USA	2015
SAMN44030917	PASS	Neisseria meningitidis	New Zealand	2001
SAMEA4532310	PASS	Neisseria meningitidis		
SAMEA4947976	PASS	Neisseria meningitidis		
SAMEA110070772	PASS	Neisseria meningitidis		
SAMEA111379153	PASS	Neisseria meningitidis		
SAMEA2047836	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA4719453	PASS	Neisseria meningitidis		
SAMEA4948314	PASS	Neisseria meningitidis		
SAMEA4948434	PASS	Neisseria meningitidis		
SAMEA4948514	PASS	Neisseria meningitidis		
SAMEA5757491	PASS	Neisseria meningitidis		
SAMEA2674544	PASS	Neisseria meningitidis		
SAMEA3109240	PASS	Neisseria meningitidis		
SAMEA6227675	PASS	Neisseria meningitidis		
SAMEA6240258	PASS	Neisseria meningitidis		
SAMEA7838498	PASS	Neisseria meningitidis		
SAMEA113562996	PASS	Neisseria meningitidis		
SAMEA3506854	PASS	Neisseria meningitidis		
SAMEA4027936	PASS	Neisseria meningitidis		
SAMEA111509646	PASS	Neisseria meningitidis		
SAMEA3503397	SYLPH_RESULTS_FAIL	unknown		
SAMEA4948126	PASS	Neisseria meningitidis		
SAMEA8114189	PASS	Neisseria meningitidis		
SAMEA104188941	PASS	Neisseria meningitidis	United Kingdom	2015
SAMEA2074329	PASS	Neisseria meningitidis		
SAMEA5748007	PASS	Neisseria meningitidis		
SAMEA8114306	PASS	Neisseria meningitidis		
SAMEA2048046	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA2673813	PASS	Neisseria meningitidis		
SAMEA2674435	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4442254	PASS	Neisseria meningitidis		
SAMN41083612	SYLPH_RESULTS_FAIL	unknown	New Zealand	2023
SAMEA4948303	PASS	Neisseria meningitidis		
SAMN14501007	SYLPH_RESULTS_FAIL	unknown	USA	2015
SAMEA104354123	PASS	Neisseria meningitidis	New Zealand	1998
SAMEA6227044	PASS	Neisseria meningitidis		
SAMN35340367	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA1677320	PASS	Neisseria meningitidis		
SAMEA2674437	PASS	Neisseria meningitidis		
SAMEA7838501	PASS	Neisseria meningitidis		
SAMEA8114113	PASS	Neisseria meningitidis		
SAMN14469784	PASS	Neisseria meningitidis	USA	2015
SAMEA29687668	PASS	Neisseria meningitidis		
